samp_name,Sequential G3 Sample No.,Biological Replicate No. (if applicable),Technical Replicate No. (if applicable),Negative control,Cruise/ Expedition ID,expedition_id,expedition_name,samp_category,materialSampleID,neg_cont_type,pos_cont_type,eventDate,verbatimEventDate,env_medium,organism,habitat_natural_artificial_0_1,env_broad_scale,env_local_scale,filter_passive_active_0_1,stationed_sample_dur,pump_flow_rate,pump_flow_rate_unit,prefilter_material,size_frac_low,sample_derived_from,sample_composed_of,samp_collect_device,samp_store_method_additional,size_frac,filter_diameter,filter_surface_area,filter_material,filter_name,precip_chem_prep,precip_force_prep,precip_time_prep,precip_temp_prep,prepped_samp_store_temp,prepped_samp_store_sol,prep_method_additional,line_id,station_id,verbatimStationName,ctd_cast_number,rov_dive_number,samp_collect_method,samp_collect_notes,ctd_bottle_number,rosette_position,maximumDepthInMeters,minimumDepthInMeters,DepthInMeters_method,maximumDepthInMeters_standard_deviation,altitude,altitude_unit,altitude_method,tot_depth_water_col,tot_depth_water_col_method,elev,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,decimalLatitude,decimalLatitude_standard_deviation,decimalLongitude,decimalLongitude_standard_deviation,eventDurationValue,verbatimEventTime,samp_size,samp_size_unit,samp_store_temp,samp_store_sol,dna_store_loc,samp_vol_we_dna_ext,samp_vol_we_dna_ext_unit,samp_weather,temp,temp_standard_deviation,ph,pH_free,pH_total,salinity,conductivity,diss_oxygen,diss_oxygen_unit,methane,methane_unit,hydrogen,hydrogen_unit,beam_attenuation,beam_attenuation_unit,dNTU,turbidity,orp,orp_unit,dE/dt,fluorescence,fluorescence_unit,chlorophyll,theta,sigma_theta,nitrate,nitrate_unit,nitrite,nitrite_unit,ammonium,ammonium_unit,phosphate,phosphate_unit,silicate,silicate_unit,tot_alkalinity,tot_alkalinity_unit,pco2,pco2_unit,percent_d3He,measurements_from,collected_by,extract_id,extract_plate,extract_well_number,extract_well_position,date_ext,concentration,concentration_unit,dna_yield,dna_yield_unit,ratioOfAbsorbance260_280,nucl_acid_ext_lysis,nucl_acid_ext_sep,nucl_acid_ext,nucl_acid_ext_kit,nucl_acid_ext_modify,dna_cleanup_0_1,dna_cleanup_method,concentration_method,pool_dna_num,nucl_acid_ext_method_additional,associatedSequences,Unnamed: 141,Unnamed: 142,Unnamed: 143
E2132.2B.OC0919,2132.0,2.0,,False,OC0919,OC0919,OC0919: R/V Tatoosh OCNMS Fall 2019,sample,OC0919_CP21,not applicable: sample group,not applicable: sample group,2019-10-01T17:30:00Z,2019-10-01,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Nalgene Bottle,Water samples were collected using sterile Nalgene bottles then filtered through a 0.45 micron MCE disc filter using a vacuum pump.,0.45,47,1734.94,cellulose ester,Sterlitech Disposable Filter Funnel,not applicable,not applicable,not applicable,not applicable,-20,lysis buffer,Filters were stored in 750 µL CTAB at -20˚C.,not applicable,KL015,OCNMS - Kalaloch - near shore - CLNS (actual KLNS),missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,Field Sample Name: CP21 - Additional Location Description: CLNS,not applicable,not applicable,0.0,0,Surface samples are taken from the same maximumDepthInMeters and minimumDepthInMeters (0 m).,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,0,47° 36.050',124° 25.704',degrees minutes seconds,WGS84,47.60083333,missing: not collected,-124.4284,missing: not collected,T0S/T1S,17:30:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,14.22,missing: not collected,missing: not collected,missing: not collected,missing: not collected,31.9,3.88,8.92,mg/L,missing: not collected,not applicable,missing: not collected,not applicable,0.86,1/m,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Christopher Paight,Paight_1,not applicable,not applicable,not applicable,2020-01-02,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,physical | enzymatic | thermal,column-based,missing: not provided,missing: not provided,missing: not provided,0,not applicable,missing: not collected,1,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,SAMN23524540 | SAMN23524494 | SAMN23524448 | SAMN23524402,,,
E2132.3B.OC0919,2132.0,3.0,,False,OC0919,OC0919,OC0919: R/V Tatoosh OCNMS Fall 2019,sample,OC0919_CP34,not applicable: sample group,not applicable: sample group,2019-10-01T17:30:00Z,2019-10-01,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Nalgene Bottle,Water samples were collected using sterile Nalgene bottles then filtered through a 0.45 micron MCE disc filter using a vacuum pump.,0.45,47,1734.94,cellulose ester,Sterlitech Disposable Filter Funnel,not applicable,not applicable,not applicable,not applicable,-20,lysis buffer,Filters were stored in 750 µL CTAB at -20˚C.,not applicable,KL015,OCNMS - Kalaloch - near shore - CLNS (actual KLNS),missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,Field Sample Name: CP34 - Additional Location Description: CLNS,not applicable,not applicable,0.0,0,Surface samples are taken from the same maximumDepthInMeters and minimumDepthInMeters (0 m).,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,0,47° 36.050',124° 25.704',degrees minutes seconds,WGS84,47.60083333,missing: not collected,-124.4284,missing: not collected,T0S/T1S,17:30:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,14.22,missing: not collected,missing: not collected,missing: not collected,missing: not collected,31.9,3.88,8.92,mg/L,missing: not collected,not applicable,missing: not collected,not applicable,0.86,1/m,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Christopher Paight,Paight_1,not applicable,not applicable,not applicable,2020-01-02,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,physical | enzymatic | thermal,column-based,missing: not provided,missing: not provided,missing: not provided,0,not applicable,missing: not collected,1,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,SAMN23524541 | SAMN23524495 | SAMN23524449 | SAMN23524403,,,
E2132.4B.OC0919,2132.0,4.0,,False,OC0919,OC0919,OC0919: R/V Tatoosh OCNMS Fall 2019,sample,OC0919_CP33,not applicable: sample group,not applicable: sample group,2019-10-01T17:30:00Z,2019-10-01,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Nalgene Bottle,Water samples were collected using sterile Nalgene bottles then filtered through a 0.45 micron MCE disc filter using a vacuum pump.,0.45,47,1734.94,cellulose ester,Sterlitech Disposable Filter Funnel,not applicable,not applicable,not applicable,not applicable,-20,lysis buffer,Filters were stored in 750 µL CTAB at -20˚C.,not applicable,KL015,OCNMS - Kalaloch - near shore - CLNS (actual KLNS),missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,Field Sample Name: CP33 - Additional Location Description: CLNS,not applicable,not applicable,0.0,0,Surface samples are taken from the same maximumDepthInMeters and minimumDepthInMeters (0 m).,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,0,47° 36.050',124° 25.704',degrees minutes seconds,WGS84,47.60083333,missing: not collected,-124.4284,missing: not collected,T0S/T1S,17:30:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,14.22,missing: not collected,missing: not collected,missing: not collected,missing: not collected,31.9,3.88,8.92,mg/L,missing: not collected,not applicable,missing: not collected,not applicable,0.86,1/m,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Christopher Paight,Paight_1,not applicable,not applicable,not applicable,2020-01-02,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,physical | enzymatic | thermal,column-based,missing: not provided,missing: not provided,missing: not provided,0,not applicable,missing: not collected,1,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,SAMN23524542 | SAMN23524496 | SAMN23524450 | SAMN23524404,,,
E2132.5B.OC0919,2132.0,5.0,,False,OC0919,OC0919,OC0919: R/V Tatoosh OCNMS Fall 2019,sample,OC0919_CP16,not applicable: sample group,not applicable: sample group,2019-10-01T17:30:00Z,2019-10-01,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Nalgene Bottle,Water samples were collected using sterile Nalgene bottles then filtered through a 0.45 micron MCE disc filter using a vacuum pump.,0.45,47,1734.94,cellulose ester,Sterlitech Disposable Filter Funnel,not applicable,not applicable,not applicable,not applicable,-20,lysis buffer,Filters were stored in 750 µL CTAB at -20˚C.,not applicable,KL015,OCNMS - Kalaloch - near shore - CLNS (actual KLNS),missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,Field Sample Name: CP16 - Additional Location Description: CLNS,not applicable,not applicable,0.0,0,Surface samples are taken from the same maximumDepthInMeters and minimumDepthInMeters (0 m).,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,0,47° 36.050',124° 25.704',degrees minutes seconds,WGS84,47.60083333,missing: not collected,-124.4284,missing: not collected,T0S/T1S,17:30:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,14.22,missing: not collected,missing: not collected,missing: not collected,missing: not collected,31.9,3.88,8.92,mg/L,missing: not collected,not applicable,missing: not collected,not applicable,0.86,1/m,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Christopher Paight,Paight_1,not applicable,not applicable,not applicable,2020-01-02,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,physical | enzymatic | thermal,column-based,missing: not provided,missing: not provided,missing: not provided,0,not applicable,missing: not collected,1,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,SAMN23524543 | SAMN23524497 | SAMN23524451 | SAMN23524405,,,
E2133.1B.OC0919,2133.0,1.0,,False,OC0919,OC0919,OC0919: R/V Tatoosh OCNMS Fall 2019,sample,OC0919_CP8,not applicable: sample group,not applicable: sample group,2019-10-01T16:30:00Z,2019-10-01,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Nalgene Bottle,Water samples were collected using sterile Nalgene bottles then filtered through a 0.45 micron MCE disc filter using a vacuum pump.,0.45,47,1734.94,cellulose ester,Sterlitech Disposable Filter Funnel,not applicable,not applicable,not applicable,not applicable,-20,lysis buffer,Filters were stored in 750 µL CTAB at -20˚C.,not applicable,KL027,OCNMS - Kalaloch - 42 m depth - CL42 (actual KL027),missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,Field Sample Name: CP8 - Additional Location Description: CL42,not applicable,not applicable,0.0,0,Surface samples are taken from the same maximumDepthInMeters and minimumDepthInMeters (0 m).,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,0,47° 35.674',124° 29.824',degrees minutes seconds,WGS84,47.59456667,missing: not collected,-124.4970667,missing: not collected,T0S/T1S,16:30:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,14.18,missing: not collected,missing: not collected,missing: not collected,missing: not collected,31.81,3.87,8.6,mg/L,missing: not collected,not applicable,missing: not collected,not applicable,0.67,1/m,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Christopher Paight,Paight_1,not applicable,not applicable,not applicable,2020-01-02,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,physical | enzymatic | thermal,column-based,missing: not provided,missing: not provided,missing: not provided,0,not applicable,missing: not collected,1,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,SAMN23524544 | SAMN23524498 | SAMN23524452 | SAMN23524406,,,
E2133.2B.OC0919,2133.0,2.0,,False,OC0919,OC0919,OC0919: R/V Tatoosh OCNMS Fall 2019,sample,OC0919_CP19,not applicable: sample group,not applicable: sample group,2019-10-01T16:30:00Z,2019-10-01,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Nalgene Bottle,Water samples were collected using sterile Nalgene bottles then filtered through a 0.45 micron MCE disc filter using a vacuum pump.,0.45,47,1734.94,cellulose ester,Sterlitech Disposable Filter Funnel,not applicable,not applicable,not applicable,not applicable,-20,lysis buffer,Filters were stored in 750 µL CTAB at -20˚C.,not applicable,KL027,OCNMS - Kalaloch - 42 m depth - CL42 (actual KL027),missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,Field Sample Name: CP19 - Additional Location Description: CL42,not applicable,not applicable,0.0,0,Surface samples are taken from the same maximumDepthInMeters and minimumDepthInMeters (0 m).,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,0,47° 35.674',124° 29.824',degrees minutes seconds,WGS84,47.59456667,missing: not collected,-124.4970667,missing: not collected,T0S/T1S,16:30:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,14.18,missing: not collected,missing: not collected,missing: not collected,missing: not collected,31.81,3.87,8.6,mg/L,missing: not collected,not applicable,missing: not collected,not applicable,0.67,1/m,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Christopher Paight,Paight_1,not applicable,not applicable,not applicable,2020-01-02,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,physical | enzymatic | thermal,column-based,missing: not provided,missing: not provided,missing: not provided,0,not applicable,missing: not collected,1,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,SAMN23524545 | SAMN23524499 | SAMN23524453 | SAMN23524407,,,
E2133.3B.OC0919,2133.0,3.0,,False,OC0919,OC0919,OC0919: R/V Tatoosh OCNMS Fall 2019,sample,OC0919_CP44,not applicable: sample group,not applicable: sample group,2019-10-01T16:30:00Z,2019-10-01,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Nalgene Bottle,Water samples were collected using sterile Nalgene bottles then filtered through a 0.45 micron MCE disc filter using a vacuum pump.,0.45,47,1734.94,cellulose ester,Sterlitech Disposable Filter Funnel,not applicable,not applicable,not applicable,not applicable,-20,lysis buffer,Filters were stored in 750 µL CTAB at -20˚C.,not applicable,KL027,OCNMS - Kalaloch - 42 m depth - CL42 (actual KL027),missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,Field Sample Name: CP44 - Additional Location Description: CL42,not applicable,not applicable,0.0,0,Surface samples are taken from the same maximumDepthInMeters and minimumDepthInMeters (0 m).,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,0,47° 35.674',124° 29.824',degrees minutes seconds,WGS84,47.59456667,missing: not collected,-124.4970667,missing: not collected,T0S/T1S,16:30:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,14.18,missing: not collected,missing: not collected,missing: not collected,missing: not collected,31.81,3.87,8.6,mg/L,missing: not collected,not applicable,missing: not collected,not applicable,0.67,1/m,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Christopher Paight,Paight_1,not applicable,not applicable,not applicable,2020-01-02,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,physical | enzymatic | thermal,column-based,missing: not provided,missing: not provided,missing: not provided,0,not applicable,missing: not collected,1,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,SAMN23524546 | SAMN23524500 | SAMN23524454 | SAMN23524408,,,
E2133.4B.OC0919,2133.0,4.0,,False,OC0919,OC0919,OC0919: R/V Tatoosh OCNMS Fall 2019,sample,OC0919_CP45,not applicable: sample group,not applicable: sample group,2019-10-01T16:30:00Z,2019-10-01,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Nalgene Bottle,Water samples were collected using sterile Nalgene bottles then filtered through a 0.45 micron MCE disc filter using a vacuum pump.,0.45,47,1734.94,cellulose ester,Sterlitech Disposable Filter Funnel,not applicable,not applicable,not applicable,not applicable,-20,lysis buffer,Filters were stored in 750 µL CTAB at -20˚C.,not applicable,KL027,OCNMS - Kalaloch - 42 m depth - CL42 (actual KL027),missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,Field Sample Name: CP45 - Additional Location Description: CL42,not applicable,not applicable,0.0,0,Surface samples are taken from the same maximumDepthInMeters and minimumDepthInMeters (0 m).,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,0,47° 35.674',124° 29.824',degrees minutes seconds,WGS84,47.59456667,missing: not collected,-124.4970667,missing: not collected,T0S/T1S,16:30:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,14.18,missing: not collected,missing: not collected,missing: not collected,missing: not collected,31.81,3.87,8.6,mg/L,missing: not collected,not applicable,missing: not collected,not applicable,0.67,1/m,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Christopher Paight,Paight_1,not applicable,not applicable,not applicable,2020-01-02,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,physical | enzymatic | thermal,column-based,missing: not provided,missing: not provided,missing: not provided,0,not applicable,missing: not collected,1,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,SAMN23524547 | SAMN23524501 | SAMN23524455 | SAMN23524409,,,
E2133.5B.OC0919,2133.0,5.0,,False,OC0919,OC0919,OC0919: R/V Tatoosh OCNMS Fall 2019,sample,OC0919_CP46,not applicable: sample group,not applicable: sample group,2019-10-01T16:30:00Z,2019-10-01,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Nalgene Bottle,Water samples were collected using sterile Nalgene bottles then filtered through a 0.45 micron MCE disc filter using a vacuum pump.,0.45,47,1734.94,cellulose ester,Sterlitech Disposable Filter Funnel,not applicable,not applicable,not applicable,not applicable,-20,lysis buffer,Filters were stored in 750 µL CTAB at -20˚C.,not applicable,KL027,OCNMS - Kalaloch - 42 m depth - CL42 (actual KL027),missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,Field Sample Name: CP46 - Additional Location Description: CL42,not applicable,not applicable,0.0,0,Surface samples are taken from the same maximumDepthInMeters and minimumDepthInMeters (0 m).,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,0,47° 35.674',124° 29.824',degrees minutes seconds,WGS84,47.59456667,missing: not collected,-124.4970667,missing: not collected,T0S/T1S,16:30:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,14.18,missing: not collected,missing: not collected,missing: not collected,missing: not collected,31.81,3.87,8.6,mg/L,missing: not collected,not applicable,missing: not collected,not applicable,0.67,1/m,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Christopher Paight,Paight_1,not applicable,not applicable,not applicable,2020-01-02,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,physical | enzymatic | thermal,column-based,missing: not provided,missing: not provided,missing: not provided,0,not applicable,missing: not collected,1,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,SAMN23524548 | SAMN23524502 | SAMN23524456 | SAMN23524410,,,
E2134.1B.OC0919,2134.0,1.0,,False,OC0919,OC0919,OC0919: R/V Tatoosh OCNMS Fall 2019,sample,OC0919_CP5,not applicable: sample group,not applicable: sample group,2019-10-02T17:00:00Z,2019-10-02,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Nalgene Bottle,Water samples were collected using sterile Nalgene bottles then filtered through a 0.45 micron MCE disc filter using a vacuum pump.,0.45,47,1734.94,cellulose ester,Sterlitech Disposable Filter Funnel,not applicable,not applicable,not applicable,not applicable,-20,lysis buffer,Filters were stored in 750 µL CTAB at -20˚C.,not applicable,MB042,OCNMS - Makah Bay - 42 m depth - MB42,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,Field Sample Name: CP5 - Additional Location Description: MB42,not applicable,not applicable,0.0,0,Surface samples are taken from the same maximumDepthInMeters and minimumDepthInMeters (0 m).,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,0,48° 19.438',124° 44.123',degrees minutes seconds,WGS84,48.32396667,missing: not collected,-124.7353833,missing: not collected,T0S/T1S,17:00:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,11.89,missing: not collected,missing: not collected,missing: not collected,missing: not collected,32.19,3.7,8.68,mg/L,missing: not collected,not applicable,missing: not collected,not applicable,0.78,1/m,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Christopher Paight,Paight_1,not applicable,not applicable,not applicable,2020-01-02,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,physical | enzymatic | thermal,column-based,missing: not provided,missing: not provided,missing: not provided,0,not applicable,missing: not collected,1,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,SAMN23524549 | SAMN23524503 | SAMN23524457 | SAMN23524411,,,
