samp_name,Sequential G3 Sample No.,Biological Replicate No. (if applicable),Technical Replicate No. (if applicable),Negative control,Cruise/ Expedition ID,expedition_id,expedition_name,samp_category,materialSampleID,neg_cont_type,pos_cont_type,eventDate,verbatimEventDate,env_medium,organism,habitat_natural_artificial_0_1,env_broad_scale,env_local_scale,filter_passive_active_0_1,stationed_sample_dur,pump_flow_rate,pump_flow_rate_unit,prefilter_material,size_frac_low,sample_derived_from,sample_composed_of,samp_collect_device,samp_store_method_additional,size_frac,filter_diameter,filter_surface_area,filter_material,filter_name,precip_chem_prep,precip_force_prep,precip_time_prep,precip_temp_prep,prepped_samp_store_temp,prepped_samp_store_sol,prep_method_additional,line_id,station_id,verbatimStationName,ctd_cast_number,rov_dive_number,samp_collect_method,samp_collect_notes,ctd_bottle_number,rosette_position,maximumDepthInMeters,minimumDepthInMeters,DepthInMeters_method,maximumDepthInMeters_standard_deviation,altitude,altitude_unit,altitude_method,tot_depth_water_col,tot_depth_water_col_method,elev,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,decimalLatitude,decimalLatitude_standard_deviation,decimalLongitude,decimalLongitude_standard_deviation,eventDurationValue,verbatimEventTime,samp_size,samp_size_unit,samp_store_temp,samp_store_sol,dna_store_loc,samp_vol_we_dna_ext,samp_vol_we_dna_ext_unit,samp_weather,temp,temp_standard_deviation,ph,pH_free,pH_total,salinity,conductivity,diss_oxygen,diss_oxygen_unit,methane,methane_unit,hydrogen,hydrogen_unit,beam_attenuation,beam_attenuation_unit,dNTU,turbidity,orp,orp_unit,dE/dt,fluorescence,fluorescence_unit,chlorophyll,theta,sigma_theta,nitrate,nitrate_unit,nitrite,nitrite_unit,ammonium,ammonium_unit,phosphate,phosphate_unit,silicate,silicate_unit,tot_alkalinity,tot_alkalinity_unit,pco2,pco2_unit,percent_d3He,measurements_from,collected_by,extract_id,extract_plate,extract_well_number,extract_well_position,date_ext,concentration,concentration_unit,dna_yield,dna_yield_unit,ratioOfAbsorbance260_280,nucl_acid_ext_lysis,nucl_acid_ext_sep,nucl_acid_ext,nucl_acid_ext_kit,nucl_acid_ext_modify,dna_cleanup_0_1,dna_cleanup_method,concentration_method,pool_dna_num,nucl_acid_ext_method_additional,associatedSequences,Unnamed: 141,Unnamed: 142,Unnamed: 143
E1680.FKt23,1680.0,,,False,FKt23,FKt230303,FKt230303: R/V Falkor (too) 2023,sample,FKt23_S496_3,not applicable: sample group,not applicable: sample group,2023-03-24T14:58:41Z,2023-03-24,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine aphotic zone [ENVO:00000210],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump.,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,Falkor EMARK,Kane Fracture Zone - Falkor EMARK,not applicable,S496,https://doi.org/10.5281/zenodo.11398178,Field Sample Name: S496-NISKIN-19-N3 - Additional Location Description: Return to new Kane vents - Field Notes: diffuse flow; Taken with N2,3,3,4029.35,4028.35,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,3,m,Measurement from altitude sensor on Remotely Operated Vehicle.,4032.35,missing: not collected,0,missing: not collected,missing: not collected,degrees minutes seconds,WGS84,23.469312,missing: not collected,-44.985509,missing: not collected,T0S/T1S,14:58:41,2000,mL,ambient temperature,not applicable,OME -80 Freezer,2000,mL,missing: not collected,2.42,missing: not collected,missing: not collected,missing: not collected,missing: not collected,34.891,missing: not collected,missing: not collected,not applicable,0.660921302,nM,57.37284131,nM,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from ROV data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Sean McAllister,Falkor_Extraction2,not applicable,not applicable,not applicable,2023-03-25,0.733,ng/µL,0.04,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,column-based,https://doi.org/10.5281/zenodo.11398154,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,Quant-iT dsDNA high sensitivity kit,1,missing: not provided,not applicable,,,
E1681.FKt23,1681.0,,,False,FKt23,FKt230303,FKt230303: R/V Falkor (too) 2023,sample,FKt23_S496_6,not applicable: sample group,not applicable: sample group,2023-03-24T15:34:57Z,2023-03-24,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine aphotic zone [ENVO:00000210],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump.,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,Falkor EMARK,Kane Fracture Zone - Falkor EMARK,not applicable,S496,https://doi.org/10.5281/zenodo.11398178,Field Sample Name: S496-NISKIN-22-N6 - Additional Location Description: Return to new Kane vents - Field Notes: in plume while coming off bottom; Taken with N4; filter dark brown on completion; medium heavy particulates,6,6,4009.24,4008.24,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,30,m,Measurement from altitude sensor on Remotely Operated Vehicle.,4039.24,missing: not collected,0,missing: not collected,missing: not collected,degrees minutes seconds,WGS84,23.469264,missing: not collected,-44.985486,missing: not collected,T0S/T1S,15:34:57,2000,mL,ambient temperature,not applicable,OME -80 Freezer,2000,mL,missing: not collected,2.53,missing: not collected,missing: not collected,missing: not collected,missing: not collected,34.899,missing: not collected,missing: not collected,not applicable,107.6750954,nM,2744.942692,nM,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from ROV data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Sean McAllister,Falkor_Extraction2,not applicable,not applicable,not applicable,2023-03-25,0.947,ng/µL,0.05,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,column-based,https://doi.org/10.5281/zenodo.11398154,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,Quant-iT dsDNA high sensitivity kit,1,missing: not provided,not applicable,,,
E1682.FKt23,1682.0,,,False,FKt23,FKt230303,FKt230303: R/V Falkor (too) 2023,sample,FKt23_V23A-13_1,not applicable: sample group,not applicable: sample group,2023-03-24T21:16:32Z,2023-03-24,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine aphotic zone [ENVO:00000210],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump.,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,Falkor EMARK,Kane Fracture Zone - Falkor EMARK,V23A-13,not applicable,https://doi.org/10.5281/zenodo.11398178,Additional Location Description: Vertical over new vents - Field Notes: bottom,1,1,3947.26,3946.26,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,6.74,m,Measurement from altitude sensor on CTD.,3954,missing: not collected,0,missing: not collected,missing: not collected,degrees minutes seconds,WGS84,23.46980667,missing: not collected,-44.98534833,missing: not collected,T0S/T1S,21:16:32,2000,mL,ambient temperature,not applicable,OME -80 Freezer,2000,mL,missing: not collected,2.3781,missing: not collected,7.852,missing: not collected,missing: not collected,34.8867,3.2638,242.917,µM,1,nM,14.7,nM,0.6432,1/m,0.0024,missing: not collected,77.740015,mV,missing: not collected,missing: not collected,not applicable,missing: not collected,2.0322,27.8784,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Sean McAllister,Falkor_Extraction2,not applicable,not applicable,not applicable,2023-03-25,0.88,ng/µL,0.04,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,column-based,https://doi.org/10.5281/zenodo.11398154,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,Quant-iT dsDNA high sensitivity kit,1,missing: not provided,not applicable,,,
E1683.FKt23,1683.0,,,False,FKt23,FKt230303,FKt230303: R/V Falkor (too) 2023,sample,FKt23_V23A-13_17,not applicable: sample group,not applicable: sample group,2023-03-24T21:39:21Z,2023-03-24,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine aphotic zone [ENVO:00000210],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump.,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,Falkor EMARK,Kane Fracture Zone - Falkor EMARK,V23A-13,not applicable,https://doi.org/10.5281/zenodo.11398178,"Additional Location Description: Vertical over new vents - Field Notes: in plume; ORP moving, but not a lot of turbidity signal",17,17,3929.992,3928.992,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,24.008,m,Measurement from altitude sensor on CTD.,3954,missing: not collected,0,missing: not collected,missing: not collected,degrees minutes seconds,WGS84,23.46980667,missing: not collected,-44.98534833,missing: not collected,T0S/T1S,21:39:21,2000,mL,ambient temperature,not applicable,OME -80 Freezer,2000,mL,missing: not collected,2.4015,missing: not collected,7.848,missing: not collected,missing: not collected,34.8881,3.2653,242.816,µM,20.7,nM,490.4,nM,0.7218,1/m,0.0192,missing: not collected,24.406178,mV,missing: not collected,missing: not collected,not applicable,missing: not collected,2.057,27.8775,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Sean McAllister,Falkor_Extraction2,not applicable,not applicable,not applicable,2023-03-25,1.14,ng/µL,0.06,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,column-based,https://doi.org/10.5281/zenodo.11398154,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,Quant-iT dsDNA high sensitivity kit,1,missing: not provided,not applicable,,,
E1684.NC.FKt23,1684.0,,,True,FKt23,FKt230303,FKt230303: R/V Falkor (too) 2023,negative control,not applicable: control sample,field negative,not applicable: control sample,2023-03-24,2023-03-24,not applicable: control sample,not applicable: control sample,1,not applicable: control sample,not applicable: control sample,1,not applicable: control sample,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable: control sample,not applicable: control sample,RO water was collected in a sterile bottle then filtered through a 0.22 micron sterivex filter using a peristaltic pump.,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,https://doi.org/10.5281/zenodo.11398178,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,missing: not collected,missing: not collected,2000,mL,not applicable: control sample,not applicable: control sample,OME -80 Freezer,2000,mL,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,not applicable: control sample,Sean McAllister,Falkor_Extraction2,not applicable,not applicable,not applicable,2023-03-25,BDL,not applicable,not applicable,not applicable,not applicable,physical | enzymatic | thermal,column-based,https://doi.org/10.5281/zenodo.11398154,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,Quant-iT dsDNA high sensitivity kit,1,missing: not provided,not applicable,,,
E1685.FKt23,1685.0,,,False,FKt23,FKt230303,FKt230303: R/V Falkor (too) 2023,sample,FKt23_V23A-14_1,not applicable: sample group,not applicable: sample group,2023-03-26T17:58:39Z,2023-03-26,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine aphotic zone [ENVO:00000210],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump.,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,Grappe Deux,Grappe Deux (cluster 2),V23A-14,not applicable,https://doi.org/10.5281/zenodo.11398178,Additional Location Description: Summit - Field Notes: bottom at summit; no turbidity or ORP; regional background,1,1,2682.514,2681.514,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,8.41,m,Measurement from altitude sensor on CTD.,2690.924,missing: not collected,0,missing: not collected,missing: not collected,degrees minutes seconds,WGS84,24.98304167,missing: not collected,-45.60776333,missing: not collected,T0S/T1S,17:58:39,2000,mL,ambient temperature,not applicable,OME -80 Freezer,2000,mL,missing: not collected,2.8729,missing: not collected,missing: not collected,missing: not collected,missing: not collected,34.9387,3.2646,241.019,µM,0.9,nM,0.9,nM,0.6099,1/m,0.0008,missing: not collected,192.31524,mV,missing: not collected,missing: not collected,not applicable,missing: not collected,2.6538,27.8676,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Sean McAllister,Falkor_Extraction3,not applicable,not applicable,not applicable,2023-04-08,1.16,ng/µL,0.06,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,column-based,https://doi.org/10.5281/zenodo.11398154,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,Quant-iT dsDNA high sensitivity kit,1,missing: not provided,not applicable,,,
E1686.FKt23,1686.0,,,False,FKt23,FKt230303,FKt230303: R/V Falkor (too) 2023,sample,FKt23_V23A-15_1,not applicable: sample group,not applicable: sample group,2023-03-27T06:46:22Z,2023-03-27,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine aphotic zone [ENVO:00000210],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump.,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,Grappe Deux,Grappe Deux (cluster 2),V23A-15,not applicable,https://doi.org/10.5281/zenodo.11398178,Additional Location Description: Vertical exploratory - Field Notes: bottom; turbidity signal,1,1,3539.733,3538.733,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,10.24,m,Measurement from altitude sensor on CTD.,3549.973,missing: not collected,0,missing: not collected,missing: not collected,degrees minutes seconds,WGS84,24.95782833,missing: not collected,-45.58701667,missing: not collected,T0S/T1S,6:46:22,2000,mL,ambient temperature,not applicable,OME -80 Freezer,2000,mL,missing: not collected,2.5349,missing: not collected,missing: not collected,missing: not collected,missing: not collected,34.9029,3.2642,241.377,µM,4.4,nM,2,nM,0.6027,1/m,0.0109,missing: not collected,204.27098,mV,missing: not collected,missing: not collected,not applicable,missing: not collected,2.2315,27.8751,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Sean McAllister,Falkor_Extraction3,not applicable,not applicable,not applicable,2023-04-08,1.35,ng/µL,0.07,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,column-based,https://doi.org/10.5281/zenodo.11398154,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,Quant-iT dsDNA high sensitivity kit,1,missing: not provided,not applicable,,,
E1687.FKt23,1687.0,,,False,FKt23,FKt230303,FKt230303: R/V Falkor (too) 2023,sample,FKt23_V23A-15_3,not applicable: sample group,not applicable: sample group,2023-03-27T06:48:31Z,2023-03-27,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine aphotic zone [ENVO:00000210],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump.,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,Grappe Deux,Grappe Deux (cluster 2),V23A-15,not applicable,https://doi.org/10.5281/zenodo.11398178,Additional Location Description: Vertical exploratory - Field Notes: methane max; turbidity signal,3,3,3518.966,3517.966,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,31.007,m,Measurement from altitude sensor on CTD.,3549.973,missing: not collected,0,missing: not collected,missing: not collected,degrees minutes seconds,WGS84,24.95782833,missing: not collected,-45.58701667,missing: not collected,T0S/T1S,6:48:31,2000,mL,ambient temperature,not applicable,OME -80 Freezer,2000,mL,missing: not collected,2.551,missing: not collected,missing: not collected,missing: not collected,missing: not collected,34.9045,3.2650,240.989,µM,4.6,nM,2.3,nM,0.6027,1/m,0.0103,missing: not collected,204.01168,mV,missing: not collected,missing: not collected,not applicable,missing: not collected,2.2496,27.8748,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Sean McAllister,Falkor_Extraction3,not applicable,not applicable,not applicable,2023-04-08,1.21,ng/µL,0.06,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,column-based,https://doi.org/10.5281/zenodo.11398154,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,Quant-iT dsDNA high sensitivity kit,1,missing: not provided,not applicable,,,
E1688.FKt23,1688.0,,,False,FKt23,FKt230303,FKt230303: R/V Falkor (too) 2023,sample,FKt23_T23A-08_9,not applicable: sample group,not applicable: sample group,2023-03-27T16:43:20Z,2023-03-27,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine aphotic zone [ENVO:00000210],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump.,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,Grappe Deux,Grappe Deux (cluster 2),T23A-08,not applicable,https://doi.org/10.5281/zenodo.11398178,Additional Location Description: N->S over cliff - Field Notes: surrounding LSS hits; small LSS,13,9,3561.386,3560.386,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,17.26,m,Measurement from altitude sensor on CTD.,3578.646,missing: not collected,0,missing: not collected,missing: not collected,degrees minutes seconds,WGS84,24.96946481,missing: not collected,-45.56943811,missing: not collected,T0S/T1S,16:43:20,2000,mL,ambient temperature,not applicable,OME -80 Freezer,2000,mL,missing: not collected,2.5423,missing: not collected,missing: not collected,missing: not collected,missing: not collected,34.9039,3.2658,240.097,µM,3.8,nM,1.3,nM,0.5943,1/m,0.0107,missing: not collected,204.68134,mV,missing: not collected,missing: not collected,not applicable,missing: not collected,2.2363,27.8755,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Sean McAllister,Falkor_Extraction3,not applicable,not applicable,not applicable,2023-04-08,0.8,ng/µL,0.04,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,column-based,https://doi.org/10.5281/zenodo.11398154,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,Quant-iT dsDNA high sensitivity kit,1,missing: not provided,not applicable,,,
E1689.FKt23,1689.0,,,False,FKt23,FKt230303,FKt230303: R/V Falkor (too) 2023,sample,FKt23_T23A-08_10,not applicable: sample group,not applicable: sample group,2023-03-27T16:50:15Z,2023-03-27,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine aphotic zone [ENVO:00000210],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump.,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,Grappe Deux,Grappe Deux (cluster 2),T23A-08,not applicable,https://doi.org/10.5281/zenodo.11398178,Additional Location Description: N->S over cliff - Field Notes: surrounding LSS hits; small LSS,10,10,3676.342,3675.342,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,0,m,Measurement from altitude sensor on CTD.,3675.672,missing: not collected,0,missing: not collected,missing: not collected,degrees minutes seconds,WGS84,24.96798658,missing: not collected,-45.56851319,missing: not collected,T0S/T1S,16:50:15,2000,mL,ambient temperature,not applicable,OME -80 Freezer,2000,mL,missing: not collected,2.5279,missing: not collected,missing: not collected,missing: not collected,missing: not collected,34.9015,3.2685,240.075,µM,5.5,nM,1.5,nM,0.5972,1/m,0.0155,missing: not collected,204.72162,mV,missing: not collected,missing: not collected,not applicable,missing: not collected,2.2092,27.8758,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Sean McAllister,Falkor_Extraction3,not applicable,not applicable,not applicable,2023-04-08,1.21,ng/µL,0.06,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,column-based,https://doi.org/10.5281/zenodo.11398154,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,Quant-iT dsDNA high sensitivity kit,1,missing: not provided,not applicable,,,
